kind,id,vineyard_id,area_m2,area_ha,length_m,n_parts,tile_names,centroid_x,centroid_y
vineyard,V51,V51,0.221,0.000022,,1,siret3_r012_c003.tif,629192.302,5220596.347
vineyard,V627,V627,0.544,0.000054,,1,siret3_r025_c017.tif,629884.119,5219917.814
vineyard,V05,V05,0.574,0.000057,,1,siret3_r009_c001.tif,629049.020,5220743.802
vineyard,V331,V331,0.353,0.000035,,1,siret3_r019_c010.tif,629540.257,5220229.084
vineyard,V331,V331,0.281,0.000028,,1,siret3_r019_c010.tif,629518.678,5220239.287
vineyard,V398,V398,0.990,0.000099,,1,siret3_r022_c013.tif,629680.105,5220074.097
vineyard,V1094,V1094,1.306,0.000131,,1,siret3_r036_c026.tif,630324.064,5219338.098
vineyard,V331,V331,0.492,0.000049,,1,siret3_r018_c012.tif,629646.961,5220273.936
vineyard,V05,V05,0.539,0.000054,,1,siret3_r009_c001.tif,629057.191,5220752.908
vineyard,V515,V515,0.874,0.000087,,1,siret3_r024_c016.tif,629814.195,5219984.636
vineyard,V215,V215,0.290,0.000029,,1,siret3_r012_c009.tif,629490.749,5220581.318
vineyard,V378,V378,0.381,0.000038,,1,siret3_r020_c013.tif,629659.606,5220189.878
vineyard,V1022,V1022,0.473,0.000047,,1,siret3_r037_c023.tif,630204.184,5219283.356
vineyard,V540,V540,1.286,0.000129,,1,siret3_r030_c016.tif,629855.796,5219670.760
vineyard,V331,V331,0.606,0.000061,,1,siret3_r019_c010.tif,629534.382,5220218.292
vineyard,V934,V934,0.241,0.000024,,1,siret3_r033_c021.tif,630117.386,5219530.429
vineyard,V331,V331,0.476,0.000048,,1,siret3_r020_c011.tif,629556.975,5220179.015
vineyard,V05,V05,0.786,0.000079,,1,siret3_r009_c001.tif,629055.798,5220738.783
vineyard,V05,V05,0.655,0.000065,,1,siret3_r009_c000.tif,629030.565,5220710.872
vineyard,V54,V54,0.813,0.000081,,1,siret3_r009_c003.tif,629192.319,5220751.744
vineyard,V378,V378,0.525,0.000053,,1,siret3_r021_c013.tif,629705.117,5220130.670
vineyard,V378,V378,0.263,0.000026,,1,siret3_r020_c014.tif,629717.082,5220151.456
vineyard,V919,V919,0.417,0.000042,,1,siret3_r035_c021.tif,630106.064,5219390.917
vineyard,V1022,V1022,0.804,0.000080,,1,siret3_r037_c023.tif,630194.416,5219280.266
vineyard,V44,V44,0.457,0.000046,,1,siret3_r006_c004.tif,629228.022,5220891.776
vineyard,V1110,V1110,0.402,0.000040,,1,siret3_r034_c026.tif,630328.953,5219446.585
vineyard,V54,V54,0.344,0.000034,,1,siret3_r008_c005.tif,629263.714,5220805.508
vineyard,V54,V54,1.171,0.000117,,1,siret3_r009_c004.tif,629239.337,5220757.737
vineyard,V378,V378,0.443,0.000044,,1,siret3_r021_c013.tif,629672.521,5220145.246
vineyard,V54,V54,0.766,0.000077,,1,siret3_r008_c003.tif,629154.778,5220789.718
vineyard,V378,V378,0.506,0.000051,,1,siret3_r021_c012.tif,629622.445,5220111.544
vineyard,V934,V934,0.678,0.000068,,1,siret3_r033_c021.tif,630099.913,5219522.675
vineyard,V398,V398,0.203,0.000020,,1,siret3_r022_c013.tif,629661.049,5220056.343
vineyard,V684,V684,0.889,0.000089,,1,siret3_r030_c018.tif,629924.202,5219648.549
vineyard,V378,V378,0.271,0.000027,,1,siret3_r021_c013.tif,629691.683,5220125.113
vineyard,V54,V54,0.836,0.000084,,1,siret3_r008_c004.tif,629201.123,5220770.806
vineyard,V48,V48,0.383,0.000038,,1,siret3_r013_c003.tif,629181.236,5220527.343
vineyard,V48,V48,0.587,0.000059,,1,siret3_r013_c003.tif,629191.189,5220519.049
vineyard,V331,V331,0.509,0.000051,,1,siret3_r020_c012.tif,629624.630,5220189.939
vineyard,V331,V331,0.791,0.000079,,1,siret3_r019_c013.tif,629663.276,5220216.860
vineyard,V954,V954,0.463,0.000046,,1,siret3_r038_c022.tif,630153.013,5219276.386
vineyard,V331,V331,1.229,0.000123,,1,siret3_r019_c013.tif,629659.814,5220202.911
vineyard,V1110,V1110,0.522,0.000052,,1,siret3_r034_c026.tif,630342.531,5219454.919
vineyard,V398,V398,0.597,0.000060,,1,siret3_r022_c014.tif,629740.057,5220071.279
vineyard,V331,V331,0.647,0.000065,,1,siret3_r018_c012.tif,629623.485,5220282.274
vineyard,V378,V378,0.654,0.000065,,1,siret3_r020_c013.tif,629703.507,5220187.511
vineyard,V331,V331,0.297,0.000030,,1,siret3_r018_c011.tif,629594.874,5220255.889
vineyard,V331,V331,0.247,0.000025,,1,siret3_r019_c011.tif,629571.423,5220222.799
vineyard,V917,V917,0.378,0.000038,,1,siret3_r032_c021.tif,630114.104,5219566.062
vineyard,V1130,V1130,0.287,0.000029,,1,siret3_r035_c026.tif,630352.532,5219414.845
vineyard,V627,V627,0.388,0.000039,,1,siret3_r026_c018.tif,629938.667,5219847.778
vineyard,V1105,V1105,0.275,0.000027,,1,siret3_r032_c026.tif,630324.705,5219565.085
vineyard,V378,V378,0.339,0.000034,,1,siret3_r021_c012.tif,629636.802,5220115.542
vineyard,V1050,V1050,0.255,0.000026,,1,siret3_r036_c023.tif,630215.405,5219355.743
vineyard,V378,V378,0.777,0.000078,,1,siret3_r020_c013.tif,629708.176,5220194.892
vineyard,V378,V378,0.865,0.000087,,1,siret3_r021_c012.tif,629607.733,5220135.769
vineyard,V1050,V1050,0.391,0.000039,,1,siret3_r037_c023.tif,630217.055,5219315.839
vineyard,V331,V331,0.838,0.000084,,1,siret3_r020_c011.tif,629593.508,5220180.969
vineyard,V215,V215,0.287,0.000029,,1,siret3_r012_c009.tif,629493.040,5220580.716
vineyard,V627,V627,0.586,0.000059,,1,siret3_r025_c017.tif,629895.146,5219894.459
vineyard,V627,V627,0.391,0.000039,,1,siret3_r026_c017.tif,629907.994,5219877.904
vineyard,V54,V54,0.222,0.000022,,1,siret3_r009_c003.tif,629161.120,5220727.240
vineyard,V05,V05,0.697,0.000070,,1,siret3_r009_c001.tif,629070.342,5220722.233
vineyard,V515,V515,0.843,0.000084,,1,siret3_r024_c016.tif,629826.524,5219973.539
vineyard,V398,V398,0.457,0.000046,,1,siret3_r022_c014.tif,629740.512,5220051.446
vineyard,V1094,V1094,0.650,0.000065,,1,siret3_r035_c025.tif,630283.525,5219398.451
vineyard,V378,V378,0.738,0.000074,,1,siret3_r020_c011.tif,629574.899,5220159.794
vineyard,V398,V398,0.550,0.000055,,1,siret3_r023_c014.tif,629732.378,5220025.379
vineyard,V05,V05,0.584,0.000058,,1,siret3_r009_c001.tif,629045.542,5220749.026
vineyard,V44,V44,0.683,0.000068,,1,siret3_r006_c003.tif,629154.074,5220864.877
vineyard,V05,V05,0.240,0.000024,,1,siret3_r008_c002.tif,629107.358,5220781.186
vineyard,V964,V964,1.465,0.000146,,1,siret3_r035_c022.tif,630141.389,5219385.394
vineyard,V398,V398,1.053,0.000105,,1,siret3_r022_c014.tif,629756.092,5220045.669
vineyard,V378,V378,0.215,0.000022,,1,siret3_r020_c013.tif,629705.373,5220189.896
vineyard,V05,V05,0.160,0.000016,,1,siret3_r009_c001.tif,629090.942,5220729.287
vineyard,V05,V05,0.134,0.000013,,1,siret3_r009_c001.tif,629074.707,5220737.400
vineyard,V54,V54,1.107,0.000111,,1,siret3_r008_c005.tif,629259.432,5220776.418
vineyard,V378,V378,0.710,0.000071,,1,siret3_r020_c013.tif,629705.418,5220152.448
vineyard,V378,V378,0.989,0.000099,,1,siret3_r020_c014.tif,629743.086,5220149.851
vineyard,V934,V934,0.260,0.000026,,1,siret3_r033_c021.tif,630118.136,5219531.599
vineyard,V54,V54,1.211,0.000121,,1,siret3_r008_c003.tif,629193.013,5220770.289
vineyard,V1164,V1164,0.449,0.000045,,1,siret3_r034_c027.tif,630398.898,5219458.928
vineyard,V627,V627,0.686,0.000069,,1,siret3_r027_c019.tif,629968.328,5219800.793
vineyard,V378,V378,1.352,0.000135,,1,siret3_r020_c012.tif,629634.332,5220163.024
vineyard,V398,V398,0.576,0.000058,,1,siret3_r022_c013.tif,629670.333,5220058.059
vineyard,V331,V331,1.006,0.000101,,1,siret3_r018_c011.tif,629567.812,5220264.694
vineyard,V398,V398,0.587,0.000059,,1,siret3_r022_c014.tif,629711.982,5220076.051
vineyard,V05,V05,0.587,0.000059,,1,siret3_r010_c002.tif,629110.730,5220694.962
vineyard,V684,V684,0.374,0.000037,,1,siret3_r030_c018.tif,629940.611,5219660.672
vineyard,V1094,V1094,0.549,0.000055,,1,siret3_r035_c025.tif,630291.872,5219410.254
vineyard,V331,V331,0.829,0.000083,,1,siret3_r020_c012.tif,629608.524,5220196.582
vineyard,V817,V817,0.507,0.000051,,1,siret3_r025_c019.tif,630012.321,5219937.254
vineyard,V398,V398,0.421,0.000042,,1,siret3_r022_c014.tif,629722.466,5220080.442
vineyard,V515,V515,0.497,0.000050,,1,siret3_r025_c016.tif,629848.035,5219938.309
vineyard,V378,V378,0.320,0.000032,,1,siret3_r020_c013.tif,629692.919,5220168.050
vineyard,V378,V378,0.417,0.000042,,1,siret3_r020_c012.tif,629609.795,5220165.533
vineyard,V331,V331,0.657,0.000066,,1,siret3_r019_c010.tif,629552.891,5220229.944
vineyard,V490,V490,0.270,0.000027,,1,siret3_r023_c016.tif,629813.114,5220034.529
vineyard,V378,V378,0.406,0.000041,,1,siret3_r021_c011.tif,629604.772,5220139.559
vineyard,V627,V627,0.834,0.000083,,1,siret3_r026_c018.tif,629923.425,5219848.235
vineyard,V331,V331,0.265,0.000026,,1,siret3_r019_c012.tif,629611.810,5220215.425
vineyard,V05,V05,0.354,0.000035,,1,siret3_r010_c001.tif,629072.947,5220706.844
vineyard,V378,V378,0.229,0.000023,,1,siret3_r021_c013.tif,629696.276,5220137.666
vineyard,V378,V378,0.130,0.000013,,1,siret3_r020_c014.tif,629748.156,5220147.429
vineyard,V378,V378,0.405,0.000040,,1,siret3_r021_c014.tif,629709.158,5220116.316
vineyard,V1050,V1050,0.533,0.000053,,1,siret3_r036_c024.tif,630261.390,5219345.849
vineyard,V398,V398,0.649,0.000065,,1,siret3_r022_c014.tif,629725.631,5220052.658
vineyard,V378,V378,0.217,0.000022,,1,siret3_r020_c013.tif,629703.060,5220178.994
vineyard,V54,V54,1.531,0.000153,,1,siret3_r009_c003.tif,629190.186,5220743.985
vineyard,V331,V331,0.623,0.000062,,1,siret3_r018_c011.tif,629587.766,5220260.574
vineyard,V54,V54,0.300,0.000030,,1,siret3_r007_c003.tif,629187.257,5220837.677
vineyard,V378,V378,0.380,0.000038,,1,siret3_r021_c014.tif,629751.042,5220121.117
vineyard,V461,V461,0.275,0.000027,,1,siret3_r022_c015.tif,629767.551,5220089.192
vineyard,V44,V44,0.565,0.000057,,1,siret3_r006_c004.tif,629208.963,5220878.463
vineyard,V331,V331,0.318,0.000032,,1,siret3_r018_c011.tif,629578.672,5220268.398
vineyard,V54,V54,0.501,0.000050,,1,siret3_r009_c004.tif,629241.120,5220752.967
vineyard,V54,V54,0.726,0.000073,,1,siret3_r009_c003.tif,629153.466,5220752.767
vineyard,V378,V378,0.568,0.000057,,1,siret3_r020_c014.tif,629716.324,5220147.653
vineyard,V05,V05,0.352,0.000035,,1,siret3_r010_c001.tif,629080.105,5220701.659
vineyard,V627,V627,0.782,0.000078,,1,siret3_r026_c017.tif,629906.821,5219869.566
vineyard,V378,V378,0.212,0.000021,,1,siret3_r021_c013.tif,629698.513,5220106.926
vineyard,V398,V398,0.185,0.000018,,1,siret3_r022_c014.tif,629724.987,5220053.879
vineyard,V05,V05,1.235,0.000124,,1,siret3_r010_c001.tif,629065.207,5220663.252
vineyard,V378,V378,0.268,0.000027,,1,siret3_r021_c012.tif,629625.368,5220126.047
vineyard,V44,V44,0.461,0.000046,,1,siret3_r007_c003.tif,629151.223,5220832.789
vineyard,V05,V05,0.934,0.000093,,1,siret3_r009_c002.tif,629109.574,5220733.447
vineyard,V54,V54,0.268,0.000027,,1,siret3_r008_c004.tif,629220.456,5220810.721
vineyard,V1237,V1237,0.122,0.000012,,1,siret3_r030_c029.tif,630505.014,5219686.229
vineyard,V05,V05,0.466,0.000047,,1,siret3_r010_c002.tif,629125.504,5220698.775
vineyard,V05,V05,0.621,0.000062,,1,siret3_r010_c002.tif,629109.202,5220701.709
vineyard,V378,V378,0.224,0.000022,,1,siret3_r020_c013.tif,629699.942,5220154.616
vineyard,V934,V934,0.387,0.000039,,1,siret3_r032_c021.tif,630111.560,5219542.640
vineyard,V684,V684,0.283,0.000028,,1,siret3_r030_c018.tif,629961.502,5219676.580
vineyard,V44,V44,0.473,0.000047,,1,siret3_r007_c003.tif,629181.040,5220846.642
vineyard,V331,V331,0.360,0.000036,,1,siret3_r019_c013.tif,629659.442,5220231.136
vineyard,V48,V48,0.431,0.000043,,1,siret3_r013_c003.tif,629194.878,5220522.582
vineyard,V331,V331,1.280,0.000128,,1,siret3_r019_c011.tif,629605.654,5220210.049
vineyard,V627,V627,0.720,0.000072,,1,siret3_r026_c018.tif,629930.249,5219854.182
vineyard,V1081,V1081,0.913,0.000091,,1,siret3_r037_c025.tif,630289.035,5219290.974
vineyard,V331,V331,1.314,0.000131,,1,siret3_r018_c012.tif,629618.142,5220257.193
vineyard,V398,V398,0.578,0.000058,,1,siret3_r022_c013.tif,629702.458,5220049.197
vineyard,V398,V398,0.515,0.000051,,1,siret3_r022_c013.tif,629694.659,5220075.199
vineyard,V54,V54,0.877,0.000088,,1,siret3_r007_c004.tif,629247.356,5220846.346
vineyard,V05,V05,0.257,0.000026,,1,siret3_r009_c001.tif,629064.655,5220752.939
vineyard,V331,V331,0.483,0.000048,,1,siret3_r020_c010.tif,629551.673,5220185.841
vineyard,V980,V980,0.363,0.000036,,1,siret3_r034_c022.tif,630156.559,5219476.142
vineyard,V378,V378,0.312,0.000031,,1,siret3_r021_c012.tif,629630.048,5220132.848
vineyard,V54,V54,2.013,0.000201,,1,siret3_r008_c002.tif,629136.933,5220786.617
vineyard,V54,V54,1.209,0.000121,,1,siret3_r008_c003.tif,629196.043,5220763.174
vineyard,V44,V44,0.957,0.000096,,1,siret3_r006_c003.tif,629146.074,5220883.361
vineyard,V684,V684,0.393,0.000039,,1,siret3_r030_c018.tif,629952.334,5219671.793
vineyard,V05,V05,1.495,0.000149,,1,siret3_r009_c001.tif,629068.751,5220735.813
vineyard,V656,V656,1.398,0.000140,,1,siret3_r032_c018.tif,629945.604,5219577.223
vineyard,V378,V378,0.275,0.000028,,1,siret3_r021_c012.tif,629635.375,5220104.195
vineyard,V378,V378,0.312,0.000031,,1,siret3_r020_c012.tif,629608.641,5220173.153
vineyard,V107,V107,0.417,0.000042,,1,siret3_r014_c007.tif,629370.873,5220481.303
vineyard,V05,V05,0.862,0.000086,,1,siret3_r008_c002.tif,629115.506,5220785.116
vineyard,V54,V54,0.272,0.000027,,1,siret3_r008_c003.tif,629196.538,5220787.927
vineyard,V1022,V1022,0.505,0.000051,,1,siret3_r038_c022.tif,630163.114,5219253.821
vineyard,V378,V378,1.051,0.000105,,1,siret3_r020_c012.tif,629617.003,5220149.845
vineyard,V44,V44,1.264,0.000126,,1,siret3_r007_c003.tif,629169.808,5220846.578
vineyard,V54,V54,1.031,0.000103,,1,siret3_r008_c003.tif,629194.978,5220785.753
vineyard,V398,V398,0.371,0.000037,,1,siret3_r022_c013.tif,629686.619,5220070.014
vineyard,V378,V378,0.385,0.000039,,1,siret3_r020_c012.tif,629635.807,5220161.304
vineyard,V650,V650,0.280,0.000028,,1,siret3_r027_c018.tif,629938.835,5219824.343
vineyard,V1110,V1110,0.614,0.000061,,1,siret3_r034_c026.tif,630330.472,5219454.382
vineyard,V331,V331,1.427,0.000143,,1,siret3_r018_c012.tif,629619.923,5220282.491
vineyard,V279,V279,0.256,0.000026,,1,siret3_r021_c011.tif,629570.911,5220146.765
vineyard,V378,V378,0.325,0.000033,,1,siret3_r021_c014.tif,629735.669,5220141.227
vineyard,V627,V627,0.855,0.000086,,1,siret3_r025_c016.tif,629858.233,5219932.138
vineyard,V05,V05,1.883,0.000188,,1,siret3_r011_c001.tif,629063.963,5220649.334
vineyard,V331,V331,0.337,0.000034,,1,siret3_r019_c010.tif,629515.419,5220238.773
vineyard,V331,V331,0.244,0.000024,,1,siret3_r019_c012.tif,629618.380,5220234.428
vineyard,V1158,V1158,0.367,0.000037,,1,siret3_r027_c027.tif,630390.769,5219828.516
vineyard,V627,V627,0.649,0.000065,,1,siret3_r025_c017.tif,629895.973,5219902.566
vineyard,V398,V398,1.331,0.000133,,1,siret3_r022_c014.tif,629743.829,5220066.592
vineyard,V378,V378,0.174,0.000017,,1,siret3_r022_c012.tif,629622.113,5220093.265
vineyard,V54,V54,0.307,0.000031,,1,siret3_r007_c004.tif,629211.523,5220832.807
vineyard,V954,V954,0.539,0.000054,,1,siret3_r037_c022.tif,630140.068,5219282.997
vineyard,V525,V525,0.344,0.000034,,1,siret3_r021_c016.tif,629827.926,5220144.409
vineyard,V378,V378,0.409,0.000041,,1,siret3_r020_c012.tif,629657.233,5220151.274
vineyard,V1094,V1094,1.396,0.000140,,1,siret3_r035_c025.tif,630305.713,5219420.667
vineyard,V1094,V1094,0.879,0.000088,,1,siret3_r035_c025.tif,630305.839,5219399.878
vineyard,V54,V54,0.198,0.000020,,1,siret3_r008_c004.tif,629232.170,5220762.167
vineyard,V05,V05,0.892,0.000089,,1,siret3_r010_c002.tif,629113.190,5220706.793
vineyard,V24,V24,0.127,0.000013,,1,siret3_r011_c003.tif,629145.794,5220658.915
vineyard,V331,V331,0.465,0.000046,,1,siret3_r019_c011.tif,629605.979,5220236.639
vineyard,V1110,V1110,0.710,0.000071,,1,siret3_r034_c026.tif,630342.368,5219457.739
vineyard,V378,V378,0.323,0.000032,,1,siret3_r021_c011.tif,629599.263,5220127.723
vineyard,V05,V05,1.626,0.000163,,1,siret3_r010_c000.tif,629028.500,5220708.348
vineyard,V54,V54,0.204,0.000020,,1,siret3_r009_c004.tif,629204.988,5220747.956
vineyard,V378,V378,0.262,0.000026,,1,siret3_r020_c013.tif,629685.143,5220156.528
vineyard,V1094,V1094,1.094,0.000109,,1,siret3_r035_c026.tif,630329.535,5219392.077
vineyard,V174,V174,0.628,0.000063,,1,siret3_r014_c008.tif,629419.249,5220481.787
vineyard,V398,V398,0.891,0.000089,,1,siret3_r023_c014.tif,629733.549,5220033.267
vineyard,V44,V44,1.510,0.000151,,1,siret3_r006_c002.tif,629125.744,5220866.429
vineyard,V378,V378,0.398,0.000040,,1,siret3_r020_c014.tif,629725.445,5220172.840
vineyard,V331,V331,0.245,0.000024,,1,siret3_r020_c012.tif,629642.666,5220198.064
vineyard,V378,V378,1.130,0.000113,,1,siret3_r021_c012.tif,629616.175,5220133.510
vineyard,V378,V378,0.380,0.000038,,1,siret3_r020_c013.tif,629689.862,5220173.043
vineyard,V44,V44,0.751,0.000075,,1,siret3_r006_c003.tif,629151.210,5220864.987
vineyard,V54,V54,1.250,0.000125,,1,siret3_r009_c003.tif,629169.082,5220735.011
vineyard,V398,V398,0.499,0.000050,,1,siret3_r022_c013.tif,629675.381,5220086.408
vineyard,V378,V378,0.285,0.000028,,1,siret3_r020_c014.tif,629709.335,5220189.003
vineyard,V378,V378,0.228,0.000023,,1,siret3_r020_c012.tif,629619.564,5220168.005
vineyard,V808,V808,1.701,0.000170,,1,siret3_r034_c019.tif,630008.119,5219440.977
vineyard,V226,V226,0.263,0.000026,,1,siret3_r012_c009.tif,629502.577,5220592.922
vineyard,V964,V964,0.229,0.000023,,1,siret3_r035_c022.tif,630149.272,5219394.958
vineyard,V378,V378,1.186,0.000119,,1,siret3_r021_c011.tif,629591.610,5220137.916
vineyard,V54,V54,1.163,0.000116,,1,siret3_r009_c004.tif,629210.592,5220727.382
vineyard,V1094,V1094,0.434,0.000043,,1,siret3_r035_c025.tif,630320.339,5219388.370
vineyard,V331,V331,0.702,0.000070,,1,siret3_r018_c013.tif,629664.430,5220251.471
vineyard,V1094,V1094,0.665,0.000067,,1,siret3_r035_c025.tif,630317.295,5219405.545
vineyard,V425,V425,0.659,0.000066,,1,siret3_r023_c014.tif,629730.845,5220013.303
vineyard,V1233,V1233,0.456,0.000046,,1,siret3_r031_c029.tif,630500.469,5219623.244
vineyard,V331,V331,0.954,0.000095,,1,siret3_r018_c011.tif,629560.752,5220250.693
vineyard,V378,V378,0.579,0.000058,,1,siret3_r020_c011.tif,629590.390,5220162.423
vineyard,V515,V515,0.524,0.000052,,1,siret3_r024_c016.tif,629812.331,5219987.187
vineyard,V331,V331,0.603,0.000060,,1,siret3_r019_c012.tif,629627.217,5220218.459
vineyard,V267,V267,0.490,0.000049,,1,siret3_r020_c010.tif,629552.334,5220175.838
vineyard,V398,V398,1.082,0.000108,,1,siret3_r022_c012.tif,629636.868,5220074.317
vineyard,V378,V378,0.416,0.000042,,1,siret3_r020_c012.tif,629649.772,5220147.558
vineyard,V54,V54,1.384,0.000138,,1,siret3_r010_c003.tif,629182.924,5220708.251
vineyard,V331,V331,0.349,0.000035,,1,siret3_r019_c012.tif,629609.187,5220223.408
vineyard,V461,V461,1.028,0.000103,,1,siret3_r022_c015.tif,629796.619,5220067.877
vineyard,V398,V398,0.261,0.000026,,1,siret3_r022_c012.tif,629649.137,5220049.229
vineyard,V933,V933,0.430,0.000043,,1,siret3_r035_c022.tif,630137.359,5219419.866
vineyard,V1094,V1094,0.509,0.000051,,1,siret3_r036_c026.tif,630330.811,5219375.987
vineyard,V398,V398,0.805,0.000081,,1,siret3_r022_c013.tif,629693.466,5220072.086
vineyard,V54,V54,0.652,0.000065,,1,siret3_r009_c004.tif,629236.390,5220744.664
vineyard,V934,V934,0.748,0.000075,,1,siret3_r033_c022.tif,630122.184,5219517.881
vineyard,V627,V627,0.606,0.000061,,1,siret3_r026_c018.tif,629922.106,5219850.075
vineyard,V378,V378,0.289,0.000029,,1,siret3_r020_c012.tif,629607.040,5220159.184
vineyard,V378,V378,0.193,0.000019,,1,siret3_r021_c012.tif,629654.103,5220107.480
vineyard,V331,V331,0.656,0.000066,,1,siret3_r018_c012.tif,629639.927,5220251.502
vineyard,V48,V48,0.818,0.000082,,1,siret3_r013_c004.tif,629213.505,5220509.829
vineyard,V54,V54,1.146,0.000115,,1,siret3_r009_c004.tif,629227.421,5220733.162
vineyard,V378,V378,0.212,0.000021,,1,siret3_r020_c012.tif,629637.788,5220162.895
vineyard,V1050,V1050,1.785,0.000178,,1,siret3_r036_c024.tif,630231.802,5219344.569
vineyard,V54,V54,1.967,0.000197,,1,siret3_r009_c003.tif,629186.293,5220720.095
vineyard,V398,V398,0.392,0.000039,,1,siret3_r022_c014.tif,629737.060,5220061.374
vineyard,V331,V331,1.115,0.000112,,1,siret3_r018_c012.tif,629622.463,5220260.883
vineyard,V378,V378,0.818,0.000082,,1,siret3_r020_c013.tif,629663.699,5220152.618
vineyard,V1094,V1094,1.426,0.000143,,1,siret3_r035_c024.tif,630266.782,5219383.603
vineyard,V378,V378,0.228,0.000023,,1,siret3_r020_c014.tif,629727.082,5220156.758
vineyard,V840,V840,0.378,0.000038,,1,siret3_r029_c020.tif,630030.202,5219688.782
vineyard,V05,V05,0.947,0.000095,,1,siret3_r009_c002.tif,629140.917,5220723.734
vineyard,V378,V378,0.262,0.000026,,1,siret3_r021_c013.tif,629682.811,5220127.500
vineyard,V48,V48,0.592,0.000059,,1,siret3_r013_c003.tif,629170.268,5220533.167
vineyard,V627,V627,0.293,0.000029,,1,siret3_r026_c017.tif,629909.508,5219880.873
vineyard,V378,V378,0.341,0.000034,,1,siret3_r021_c012.tif,629623.632,5220104.973
vineyard,V44,V44,0.596,0.000060,,1,siret3_r006_c004.tif,629243.884,5220886.998
vineyard,V331,V331,0.973,0.000097,,1,siret3_r018_c013.tif,629659.918,5220257.376
vineyard,V627,V627,0.503,0.000050,,1,siret3_r027_c018.tif,629949.545,5219824.751
vineyard,V634,V634,0.385,0.000039,,1,siret3_r027_c018.tif,629933.664,5219826.288
vineyard,V44,V44,0.942,0.000094,,1,siret3_r006_c003.tif,629166.784,5220900.297
vineyard,V904,V904,0.144,0.000014,,1,siret3_r030_c021.tif,630099.389,5219654.748
vineyard,V405,V405,0.418,0.000042,,1,siret3_r021_c014.tif,629716.835,5220101.606
vineyard,V378,V378,0.254,0.000025,,1,siret3_r021_c012.tif,629626.884,5220101.244
vineyard,V331,V331,1.129,0.000113,,1,siret3_r018_c012.tif,629653.596,5220265.435
vineyard,V44,V44,1.335,0.000133,,1,siret3_r005_c004.tif,629238.980,5220944.446
vineyard,V05,V05,0.782,0.000078,,1,siret3_r009_c001.tif,629071.462,5220725.661
vineyard,V54,V54,1.139,0.000114,,1,siret3_r007_c004.tif,629197.552,5220833.355
vineyard,V378,V378,0.257,0.000026,,1,siret3_r020_c014.tif,629735.228,5220159.695
vineyard,V331,V331,0.371,0.000037,,1,siret3_r019_c011.tif,629589.684,5220203.013
vineyard,V331,V331,0.119,0.000012,,1,siret3_r019_c013.tif,629657.715,5220242.719
vineyard,V331,V331,0.377,0.000038,,1,siret3_r019_c012.tif,629656.678,5220221.212
vineyard,V331,V331,0.731,0.000073,,1,siret3_r019_c011.tif,629577.602,5220214.447
vineyard,V54,V54,0.213,0.000021,,1,siret3_r008_c004.tif,629235.951,5220766.086
vineyard,V1094,V1094,0.999,0.000100,,1,siret3_r035_c025.tif,630298.000,5219388.343
vineyard,V1050,V1050,1.130,0.000113,,1,siret3_r036_c024.tif,630229.320,5219378.067
vineyard,V05,V05,1.250,0.000125,,1,siret3_r010_c001.tif,629052.648,5220671.979
vineyard,V331,V331,0.203,0.000020,,1,siret3_r019_c012.tif,629617.660,5220235.625
vineyard,V378,V378,0.290,0.000029,,1,siret3_r021_c014.tif,629725.811,5220113.111
vineyard,V964,V964,2.001,0.000200,,1,siret3_r036_c022.tif,630135.367,5219377.823
vineyard,V05,V05,0.160,0.000016,,1,siret3_r009_c001.tif,629067.425,5220710.769
vineyard,V44,V44,0.404,0.000040,,1,siret3_r006_c004.tif,629244.377,5220867.688
vineyard,V331,V331,0.845,0.000084,,1,siret3_r019_c013.tif,629673.493,5220221.888
vineyard,V378,V378,0.386,0.000039,,1,siret3_r020_c013.tif,629698.252,5220185.284
vineyard,V656,V656,0.353,0.000035,,1,siret3_r032_c018.tif,629935.404,5219568.714
vineyard,V378,V378,0.372,0.000037,,1,siret3_r021_c014.tif,629709.064,5220126.941
vineyard,V834,V834,0.338,0.000034,,1,siret3_r028_c020.tif,630031.538,5219756.518
vineyard,V05,V05,1.390,0.000139,,1,siret3_r010_c001.tif,629091.847,5220706.266
vineyard,V964,V964,1.308,0.000131,,1,siret3_r035_c022.tif,630143.754,5219388.197
vineyard,V1022,V1022,1.199,0.000120,,1,siret3_r038_c023.tif,630212.180,5219249.218
vineyard,V05,V05,0.777,0.000078,,1,siret3_r008_c001.tif,629085.531,5220770.474
vineyard,V246,V246,0.201,0.000020,,1,siret3_r019_c010.tif,629528.225,5220207.607
vineyard,V378,V378,0.888,0.000089,,1,siret3_r020_c013.tif,629683.499,5220190.406
vineyard,V378,V378,0.118,0.000012,,1,siret3_r021_c012.tif,629646.400,5220147.047
vineyard,V1022,V1022,0.591,0.000059,,1,siret3_r038_c023.tif,630199.857,5219258.927
vineyard,V44,V44,1.826,0.000183,,1,siret3_r007_c003.tif,629147.128,5220841.951
vineyard,V378,V378,0.902,0.000090,,1,siret3_r020_c011.tif,629581.194,5220165.631
vineyard,V05,V05,0.450,0.000045,,1,siret3_r009_c002.tif,629103.099,5220738.886
vineyard,V54,V54,0.339,0.000034,,1,siret3_r009_c003.tif,629179.081,5220730.651
vineyard,V54,V54,0.854,0.000085,,1,siret3_r007_c003.tif,629188.549,5220821.483
